surname ,name ,Sender_account,Receiver_account,Transaction_amount,Old Balance,NewBalance,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,FraudResult,"Laundering_type,"
SAMU,Tyler,9414313929,3486992928,3154.47,13720.25,10565.78,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
SAMUVUMBA,Mark,2797271466,5914713322,16667.92,76617.14,59949.22,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
SANANGURAI,Samuel,9428024844,4587095640,6121.42,10046,3924.58,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Sanchez,Julie,3428098918,2987279234,1776.03,11446,9669.97,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Sanchez,Kenneth,4005408078,5169868360,214.08,292,77.92,us dollar,US dollar,USA,ZIM,ACH,1,"Layered_Fan_In,"
Sanchez,Kenneth,5262095561,927895922,12162.01,38372.2,26210.19,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Sanchez,Robert,7758268667,4389103342,2422.71,20374,17951.29,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Sanders,TAONGA,819399232,5218803866,82088.74,18100000,18222545.55,us dollar,US dollar,ZIM,zim,Cross-border,1,"Structuring,"
Sanders,Jeffery,4307611300,606064149,922.93,1803,880.07,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Group,"
Sanders,Jeffery,4382775538,9921473802,11179.66,30861,19681.34,US dollar,US dollar,Switzerland,ZIM,Cross-border,1,"Bipartite,"
Sanders,Steven,5102725210,1665774528,7529.77,20939,13409.23,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Sanders,Cassandra,5447895119,6642150680,18480.28,20426,1945.72,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Sanders,Jeffery,7207395469,1316458123,8257.29,57116,48858.71,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Sandoval,Samuel,4183388700,1757764863,3943.49,21217,17273.51,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Sandoval,Samuel,6860797177,5129661746,4008.01,105389,101380.99,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Sandoval,Samuel,6904668523,1140410616,2881.51,90250,87368.49,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Santos,Adam,4164568754,6953672776,2479.68,9027,6547.32,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
SANYANGORE,Allison,9432190883,747469164,8333.67,55835.25,47501.58,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
SAPURANGO,Michelle,9444956233,8202539172,17349.73,25591,8241.27,Yen,US dollar,Japan,ZIM,Cross-border,1,"Fan_In,"
SAUNGWEME,Greg,9471903835,6985374793,5674.62,1186556.81,1180882.19,Rands,US dollar,UAE,ZIM,Cross-border,1,"Structuring,"
SAUTI,Dale,9478199045,9544431251,8011.16,60891,52879.84,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Group,"
SAVANHU,Joseph,9480456325,5024657886,5460.26,10378,4917.74,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Schmidt,BRAVESON,579634617,746187003,137317.91,10358086.99,10495404.9,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
Schwartz,Sandra,6874790878,9304462035,11650.75,20968,9317.25,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
SCOTCH,Daniel,6223365730,1386492546,13259.92,20973,7713.08,us dollar,US dollar,South Africa,ZIM,ACH,1,"Single_large,"
Scott,Jennifer,3211540762,6644790956,550.73,11687,11136.27,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Scott,Jennifer,7155736136,1316458123,3470.57,51941,48470.43,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
SEKA,Helen,9485651027,6985374793,94740.26,328680.29,233940.02,Rands,Yen,ZIM,ZIM,Debit card,1,"Structuring,"
Serrano,David,4358383639,6953672776,1668.82,11628,9959.18,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Serrano,David,8285407168,7212934775,325.72,13845,13519.28,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Shaw,Jessica,6517611333,7936590626,12036.7,20256,8219.3,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
SHEMU,Kristen,9624361621,4331748190,5146.88,39438,34291.12,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
SHITO,Kristina,9492112624,2306205239,2034.14,5056,3021.86,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
SHONHIWA,Margaret,9498004051,9263317344,4450.08,10884,6433.92,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Short,Samuel,7147448786,5557620276,3517.99,5034,1516.01,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
SIKA,Kelsey,33346270,5109623450,2181.96,30483,28301.04,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
SIMANGO,Bryan,9511743304,434351836,3239.85,20920,17680.15,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
SIMANGO,William,9530007661,6100147737,17510.99,25778,8267.01,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Simpson,Brian,6679205752,5109623450,10790.56,29803,19012.44,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
SITHOLE,Mark,9534729015,4787209426,2188.15,10379,8190.85,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
SIZIBA,Melissa,3556481259,5019320065,3801.69,18465,14663.31,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Skinner,William,3226909844,3371937981,3760.68,11570,7809.32,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_Out,"
Smith,SAMANTHA,878458259,194928445,38417.61,10832348.76,10870766.37,us dollar,US dollar,ZIM,ZIM,ACH,1,"Single_large,"
Smith,CAIN,987302110,3546293157,117218.41,11067155.3,11184373.7,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Smith,Amanda,2749124400,7772352930,3764.45,314524.77,310760.33,rands,US dollar,Austria,ZIM,Cross-border,1,"Structuring,"
Smith,Sharon,3001717656,3095850791,4961.13,19990,15028.87,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Gather-Scatter,"
Smith,Mackenzie,3241216466,5709569908,5404.33,10382,4977.67,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Smith,Douglas,3267846600,5033262977,12690.82,31115,18424.18,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Over-Invoicing,"
Smith,Douglas,3697901122,3141372444,2874.95,5089,2214.05,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Smith,Diane,3719994686,9263317344,8597.49,29962,21364.51,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Smith,Jessica,4775429005,9921473802,2036.93,21044,19007.07,us dollar,US dollar,Mexico,ZIM,Cross-border,1,"Bipartite,"
Smith,Amanda,5577457719,9504555515,7761.05,49694,41932.95,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Smith,Sharon,6086421020,7141835964,2669.68,10895,8225.32,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Smith,Sharon,6538540101,6125491345,10751.65,20997,10245.35,us dollar,US dollar,ZIM,ZIM,ACH,1,"Single_large,"
Smith,Kathryn,6611358144,6890773508,1360.69,5089,3728.31,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Smith,Morgan,6630041445,1316458123,8530.71,32058,23527.29,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Smith,Dale,6658116904,5896843637,4309.42,50496,46186.58,us dollar,US dollar,ZIM,ZIM,ACH,1,"Stacked Bipartite,"
Smith,Jeffrey,7093478091,1813079910,11388.1,55386,43997.9,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Smith,Jeffrey,7166671719,4145866625,4584.97,12332,7747.03,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Smith,Mackenzie,9634559331,8020264563,5434.94,10693,5258.06,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
SOMBI,Brittany,9535978386,9517922369,914.59,311960,311045.41,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Spencer,Amanda,3524470825,3682462176,4845.31,5998,1152.69,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Gather-Scatter,"
Spencer,Amanda,4773187916,9676051307,9748.97,65466,55717.03,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Spencer,Amanda,5262095561,927895922,2937.43,3731,793.57,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Spencer,Amanda,5398717737,8497183104,3922.33,29803,25880.67,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Spencer,Joseph,6123762963,1890155889,3562.94,4248.56,685.62,us dollar,US dollar,ZIM,ZIM,ACH,1,"Behavioural_Change_1,"
Spencer,Amanda,6621902632,5169868360,42136.28,5334735.48,5292599.2,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_In,"
Spencer,Jennifer,9232425799,5339457910,9518.45,34438,24919.55,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Stacked Bipartite,"
Stark,Adam,4346395450,1393803286,36616.28,51035,14418.72,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
Stein,PRINCESS,879666223,3001717656,107757.69,10302525.72,10410283.41,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Gather-Scatter,"
Stein,Teresa,3709430533,7543250720,10454.56,11533,1078.44,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Stein,Teresa,5321651029,209742673,5909.72,13393,7483.28,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
STEPHEN,Shannon,9537459071,6708292258,11771.68,100273,88501.32,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Stephens,Dawn,2740260267,674433873,4920.42,49478,44557.58,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Stephens,James,4036316426,7643602388,3218.6,49671,46452.4,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Stephens,James,7326442087,1493436023,10663.61,52746,42082.39,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Stephens,James,7758268667,3325153054,8554.21,51847,43292.79,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Stephens,Dawn,7785245954,8202539172,2613.41,25288,22674.59,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Fan_In,"
Stephenson,Olivia,3336234389,6953672776,9472.25,10817,1344.75,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Stewart,Kristina,4164568754,6953672776,3045.66,21363,18317.34,us dollar,US dollar,USA,ZIM,Cross-border,0,"Normal_Fan_In,"
Stewart,Kristina,5381681938,4850671551,15329.45,20886,5556.55,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Stewart,Kristina,7206201403,2248766608,6154.87,30250.45,24095.58,rands,US dollar,France,ZIM,Cross-border,1,"Structuring,"
Sullivan,Scott,7189128119,4344504728,897.51,31148,30250.49,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
TABLE,Ana,9572437179,7199625988,5972.09,32175,26202.91,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Tafara,Amanda,9746384104,6973117783,1270.61,10569,9298.39,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
TAKAWIRA,Jeremy,23039938,3029265953,19809.77,21447,1637.23,us dollar,US dollar,Russia,ZIM,Debit card,1,"Deposit-Send,"
TAPFUMANEI,Jeffrey,5623141347,2793197858,7506.65,13860.27,6353.62,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Gather-Scatter,"
TAPFUMANEYI,John,5638493225,6708292258,13519.83,40241,26721.17,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Tapia,Edward,6086421020,1253036863,8477.38,20875,12397.62,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
Tapia,Edward,9634559331,8020264563,1791.5,20432,18640.5,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
TARIRA,Jamie,5939286319,8327388411,255.92,720,464.08,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
TARUBEREKERA,Victoria,5641495028,6367167630,1893.25,11465,9571.75,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
TARUVINGIRA,Janet,5641495028,2002565690,3073.87,10365,7291.13,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
TARUZA,Joseph,5644818249,7921601643,6911.99,6307878.9,6300966.92,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
TASARANARWO,Megan,7401327478,4336451277,5585.31,91629.46,86044.14,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
TASARANARWO,Christine,5648718332,6444220418,3004.56,50952,47947.44,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
TATSVAREYI,Lindsay,5653560154,2793197858,1558.6,10937.76,9379.15,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Gather-Scatter,"
TAWADINI,Brent,5920895832,563418334,7702.09,22146,14443.91,us dollar,US dollar,Russia,ZIM,Debit card,1,"Layered_Fan_Out,"
TAWADINI ,RONALD P,1151481341,8383166272,163311.63,12929828.98,13093140.61,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Tawanda,Ashley,9746384104,6973117783,172.89,19889,19716.11,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
Taylor,REVIVAL MUNASHE,476800554,8607557718,14629.6,10348855.52,10363485.12,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Deposit-Send,"
Taylor,Barbara,6652024436,7743695018,5628.36,6035,406.64,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_Out,"
Taylor,Angela,6860797177,5129661746,8004.68,11538,3533.32,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Taylor,Angela,7084752054,2248766608,7009.54,10884,3874.46,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Taylor,Barbara,9200802467,1377603863,17760.63,20489,2728.37,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Taylor,Stephanie,9586816158,1708796825,13373.96,608923.29,595549.33,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
TEMBO,Jackie,5691306117,459201377,10019.61,16915,6895.39,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Terrell,Brent,4447501051,5216039259,5306.87,72298,66991.13,us dollar,US dollar,ZIM,ZIM,ACH,1,"Fan_Out,"
Terry,Jessica,4024921053,1431561040,4747.29,233699.22,228951.93,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Terry,Jessica,4708741032,952050825,4136.63,19862,15725.37,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
TETA,John,5695441068,1316458123,1117.34,35611,34493.66,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
TEVERA,Jenna,6846270694,855729452,18012.03,21558,3545.97,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Group,"
Thomas,HILTON,817231429,5907668433,26759.07,18100000,18140456.81,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Thomas,Dorothy,3099700449,9105445831,1319.42,5056,3736.58,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Thomas,Carolyn,4657012873,2343469829,4866.93,10487,5620.07,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Thomas,Dorothy,7155736136,1316458123,8289.75,39903,31613.25,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Thomas,William,7541983570,3613886607,6666.78,11876,5209.22,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Thomas,Nathan,7578442353,4238581262,2653.25,24553,21899.75,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
Thomas,Dorothy,7758268667,301740914,1460.16,236166,234705.84,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Thomas,William,9586816158,1708796825,1343.78,21225,19881.22,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Thompson,Guy,2995605752,1757764863,1606.27,1655599.83,1653993.56,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Thompson,William,4468415510,8983645623,3852.43,5537,1684.57,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Single_large,"
Thompson,William,6904668523,2361327503,11717.47,21325,9607.53,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Thornton,Amber,7311377425,9958407914,6305.35,100614,94308.65,us dollar,Rands,ZIM,ZIM,ACH,1,"Fan_In,"
THYOLOLA,Danielle,5702856441,8725188715,9681.97,15658,5976.03,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
TIMBURWA,Angela,5702856441,8725188715,1076.62,51383,50306.38,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
TINARWO,Joseph,5702856441,8725188715,7674.78,11958,4283.22,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
TINARWO,William,5702856441,8725188715,6206.12,11468,5261.88,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
TOMBO,Randall,7348501127,2239567616,10469.88,202761,192291.12,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
TONDO,Sarah,5702856441,8725188715,7154.97,9014,1859.03,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
TONDORI,Marissa,5702856441,8725188715,3643.07,16877,13233.93,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Tongofa,Ana,9755164711,1757764863,33275.35,94853.92,61578.57,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Torres,Patrick,3275257189,4428953627,12081.17,105861,93779.83,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Torres,Bryan,4268503032,7263384547,5285.95,306988.74,301702.79,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Torres,Lauren,4708001806,9543913683,3527.26,16936,13408.74,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Torres,Bryan,6743376113,621060264,434.37,11678,11243.63,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Tran,Nicholas,9586816158,1708796825,1796.01,3176,1379.99,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
TSANGA,Kyle,5704632509,1800634135,6660.33,17710,11049.67,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
TSANYAWO,Julia,4114041356,1940500748,1341.32,11101,9759.68,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
TSWATSWA,Audrey,5708559613,9032125949,9161.98,11128,1966.02,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_Out,"
Tucker,Katherine,3709430533,7543250720,3095.82,30415,27319.18,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Tucker,Monica,3976321933,2169197402,8369.33,10010,1640.67,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Single_large,"
Tucker,Monica,6267865191,5709569908,14021.39,125701,111679.61,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Tucker,Monica,6720625382,6749777813,203.95,49932,49728.05,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Turner,Janet,4834399445,426367626,18020.61,20658,2637.39,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
TURUGARI,Richard,5708559613,697079461,1184.82,20348,19163.18,us dollar,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_Out,"
TUTANI,Daniel,3453088802,1640969510,16723.37,24510,7786.63,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Bipartite,"
TUTISAI,Zachary,5710097523,9958407914,27286.98,27374,87.02,us dollar,US dollar,USA,ZIM,Debit card,1,"Fan_In,"
UKAMA,Sharon,5714240543,7078200557,120.6,687,566.4,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Vance,Jennifer,2793197858,3044242719,17482.76,46343,28860.24,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Gather-Scatter,"
Vance,Jennifer,4129567731,476800554,12088.13,18054.17,5966.04,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Vance,Richard,6904668523,6643039893,3488.12,20792,17303.88,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_Out,"
Vargas,Michael,7348501127,2843630248,938.06,7511,6572.94,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
Vasquez,David,6916264887,6953672776,1417.21,2051,633.79,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Vasquez,Jose,6949764034,1612314007,1211.02,160719,159507.98,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Periodical,"
Vaughan,Larry,4851883208,1541721227,8089.2,21598,13508.8,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_In,"
Vega,Jennifer,5008453588,4377882567,2307.69,30986,28678.31,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Velazquez,Jared,2911536155,7648298240,2834.08,352535.03,349700.95,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Villegas,Stacy,7598744197,3223927615,917.06,27299.81,26382.75,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Vimbai,Dawn,9784821557,6123421761,5259.44,10506,5246.56,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Vonai,Felicia,9809522264,434351836,8849.97,51382,42532.03,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
VUTA,Kristen,5730432020,209742673,92.37,14462,14369.63,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
WACHANI,Samuel,5732243739,7772352930,4682,11518,6836,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Wagner,Haley,4090925094,3516473411,384.94,2076,1691.06,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Wagner,Lance,8257338541,3001717656,250.89,21043,20792.11,us dollar,US dollar,ZIM,ZIM,ACH,1,"Gather-Scatter,"
Walker,Laura,3646682811,6278770348,5111.36,10901,5789.64,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Walker,Laura,6577066451,4143157809,13230.5,20091,6860.5,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Periodical,"
Wall,MOREBLESSING MASIIWA,524887805,365630545,145357.14,10855451.57,11000808.71,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Wall,Mary,6050692953,3858667703,170.22,164806.78,164636.56,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Wallace,Gregory,4971910641,5708559613,278.57,26197,25918.43,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Wallace,Gregory,6977632717,3034497051,18803.81,66362,47558.19,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Single_large,"
Waller,Vincent,4310198050,8285407168,9808.37,11253,1444.63,us dollar,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_Out,"
Waller,Vincent,6916264887,6953672776,1438.63,9931.02,8492.39,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Walls,Renee,4753178310,1082642344,2283.56,19867,17583.44,us dollar,US dollar,ZIM,ZIM,ACH,1,"Layered_Fan_In,"
Walls,Renee,8204380961,4816555386,507.5,19901,19393.5,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Walters,Kevin,6811975048,2755114190,3520.15,32050,28529.85,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Group,"
Walters,Micheal,7588251226,2252516622,637.26,54260.91,53623.65,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Warner,Larry,8200561643,6644790956,18424.45,33768,15343.55,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Washington,MANASIBHI,948557241,2058371508,123099.68,11389547.78,11512647.45,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Fan_In,"
Washington,Carrie,3510162474,2665034225,6266.97,68753.13,62486.16,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
WATADZA,Rebecca,5740702951,4228245786,18847.45,152220,133372.55,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Waters,Richard,3605396496,3253303398,4537.58,19969,15431.42,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Watson,Natalie,9232425799,7306244678,204.56,20800,20595.44,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
Weaver,Gail,5550354567,6953672776,2025.04,302491,300465.96,Pula,US dollar,Turkey,ZIM,Cross-border,0,"Normal_Fan_In,"
Weber,Jacob,5381681938,6485237648,13512.1,100187,86674.9,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
WELA,George,5744326497,2248766608,3068.71,10082,7013.29,us dollar,pula,ZIM,ZIM,Cheque,1,"Structuring,"
Werner,Jessica,7635655629,6985374793,1916.32,21556,19639.68,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
West,Angela,7306244678,2342891122,8289.4,22866,14576.6,us dollar,rands,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Wheeler,Amanda,6916264887,6953672776,3252.29,17939.28,14687,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
White,Chris,4814657412,7856837871,226.25,30608,30381.75,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
